         1	 -19017915	 -18909560	 -19818639	 -18592791	 -19069061	 -19069062	 -19031960	 -19832455	 -18912893	 -19017915	 -19818638	 -18909559	 -18592791	 -19069061	 -19069061	 -19031960	 -18912893	 -19832455
         2	 -19017916	 -18909559	 -19818641	 -18592795	 -19069065	 -19069067	 -19031966	 -19832462	 -18912901	 -19017915	 -19818638	 -18909557	 -18592794	 -19069064	 -19069062	 -19031965	 -18912900	 -19832459
         3	 -19017917	 -18909559	 -19818643	 -18592800	 -19069071	 -19069076	 -19031975	 -19832473	 -18912915	 -19017916	 -19818637	 -18909554	 -18592798	 -19069068	 -19069063	 -19031973	 -18912911	 -19832466
         4	 -19017919	 -18909558	 -19818647	 -18592808	 -19069079	 -19069088	 -19031987	 -19832489	 -18912934	 -19017916	 -19818635	 -18909550	 -18592803	 -19069075	 -19069065	 -19031985	 -18912926	 -19832477
         5	 -19017921	 -18909556	 -19818651	 -18592818	 -19069089	 -19069104	 -19032003	 -19832509	 -18912958	 -19017917	 -19818633	 -18909544	 -18592811	 -19069083	 -19069068	 -19032000	 -18912946	 -19832490
         6	 -19017923	 -18909555	 -19818657	 -18592830	 -19069102	 -19069123	 -19032023	 -19832533	 -18912987	 -19017918	 -19818630	 -18909538	 -18592820	 -19069093	 -19069072	 -19032018	 -18912970	 -19832506
         7	 -19017926	 -18909553	 -19818663	 -18592844	 -19069117	 -19069146	 -19032046	 -19832562	 -18913022	 -19017919	 -19818627	 -18909530	 -18592831	 -19069104	 -19069076	 -19032039	 -18912999	 -19832526
         8	 -19017930	 -18909551	 -19818671	 -18592861	 -19069134	 -19069172	 -19032073	 -19832596	 -18913062	 -19017920	 -19818623	 -18909520	 -18592843	 -19069118	 -19069080	 -19032064	 -18913032	 -19832548
         9	 -19017934	 -18909549	 -19818679	 -18592879	 -19069154	 -19069202	 -19032104	 -19832634	 -18913108	 -19017922	 -19818619	 -18909510	 -18592857	 -19069133	 -19069086	 -19032092	 -18913069	 -19832573
        10	 -19017939	 -18909546	 -19818689	 -18592900	 -19069176	 -19069235	 -19032138	 -19832676	 -18913159	 -19017924	 -19818614	 -18909498	 -18592873	 -19069150	 -19069091	 -19032123	 -18913111	 -19832601
        11	 -19017944	 -18909543	 -19818700	 -18592924	 -19069200	 -19069271	 -19032176	 -19832723	 -18913215	 -19017925	 -19818609	 -18909485	 -18592890	 -19069169	 -19069098	 -19032158	 -18913157	 -19832632
        12	 -19017949	 -18909540	 -19818711	 -18592949	 -19069226	 -19069311	 -19032217	 -19832774	 -18913277	 -19017928	 -19818603	 -18909471	 -18592909	 -19069190	 -19069105	 -19032195	 -18913208	 -19832666
        13	 -19017955	 -18909536	 -19818724	 -18592976	 -19069255	 -19069355	 -19032262	 -19832829	 -18913344	 -19017930	 -19818597	 -18909455	 -18592930	 -19069213	 -19069113	 -19032236	 -18913263	 -19832703
        14	 -19017961	 -18909533	 -19818737	 -18593006	 -19069286	 -19069402	 -19032310	 -19832890	 -18913417	 -19017932	 -19818590	 -18909439	 -18592952	 -19069237	 -19069121	 -19032281	 -18913322	 -19832743
        15	 -19017968	 -18909529	 -19818752	 -18593038	 -19069320	 -19069453	 -19032362	 -19832954	 -18913494	 -19017935	 -19818583	 -18909421	 -18592976	 -19069263	 -19069130	 -19032329	 -18913386	 -19832786
        16	 -19017976	 -18909524	 -19818767	 -18593072	 -19069356	 -19069507	 -19032418	 -19833023	 -18913577	 -19017938	 -19818576	 -18909401	 -18593001	 -19069291	 -19069140	 -19032380	 -18913454	 -19832832
        17	 -19017984	 -18909520	 -19818784	 -18593109	 -19069394	 -19069564	 -19032477	 -19833097	 -18913666	 -19017940	 -19818568	 -18909381	 -18593029	 -19069321	 -19069150	 -19032434	 -18913527	 -19832880
        18	 -19017992	 -18909515	 -19818802	 -18593147	 -19069434	 -19069625	 -19032540	 -19833175	 -18913760	 -19017944	 -19818559	 -18909359	 -18593058	 -19069352	 -19069161	 -19032491	 -18913604	 -19832932
        19	 -19018001	 -18909510	 -19818820	 -18593188	 -19069477	 -19069690	 -19032606	 -19833257	 -18913859	 -19017947	 -19818550	 -18909336	 -18593088	 -19069386	 -19069173	 -19032552	 -18913686	 -19832987
        20	 -19018010	 -18909505	 -19818840	 -18593231	 -19069522	 -19069758	 -19032676	 -19833344	 -18913964	 -19017950	 -19818540	 -18909312	 -18593120	 -19069421	 -19069185	 -19032616	 -18913772	 -19833044
        21	 -19018020	 -18909499	 -19818860	 -18593276	 -19069569	 -19069829	 -19032750	 -19833435	 -18914074	 -19017954	 -19818530	 -18909287	 -18593154	 -19069458	 -19069198	 -19032684	 -18913862	 -19833105
        22	 -19018030	 -18909493	 -19818882	 -18593324	 -19069619	 -19069904	 -19032827	 -19833531	 -18914189	 -19017958	 -19818520	 -18909260	 -18593190	 -19069496	 -19069211	 -19032755	 -18913957	 -19833169
        23	 -19018041	 -18909487	 -19818905	 -18593373	 -19069671	 -19069982	 -19032908	 -19833631	 -18914310	 -19017962	 -19818508	 -18909233	 -18593227	 -19069537	 -19069225	 -19032829	 -18914056	 -19833235
        24	 -19018052	 -18909480	 -19818928	 -18593425	 -19069725	 -19070064	 -19032992	 -19833736	 -18914436	 -19017966	 -19818497	 -18909203	 -18593266	 -19069579	 -19069240	 -19032906	 -18914159	 -19833305
        25	 -19018064	 -18909474	 -19818953	 -18593479	 -19069781	 -19070150	 -19033080	 -19833845	 -18914567	 -19017970	 -19818485	 -18909173	 -18593306	 -19069623	 -19069255	 -19032987	 -18914267	 -19833377
        26	 -19018076	 -18909467	 -19818979	 -18593535	 -19069840	 -19070239	 -19033171	 -19833958	 -18914704	 -19017975	 -19818472	 -18909142	 -18593348	 -19069669	 -19069271	 -19033070	 -18914379	 -19833453
        27	 -19018088	 -18909459	 -19819005	 -18593593	 -19069901	 -19070331	 -19033266	 -19834077	 -18914846	 -19017980	 -19818459	 -18909109	 -18593392	 -19069717	 -19069287	 -19033158	 -18914496	 -19833531
        28	 -19018102	 -18909452	 -19819033	 -18593654	 -19069965	 -19070427	 -19033365	 -19834199	 -18914994	 -19017985	 -19818446	 -18909075	 -18593437	 -19069767	 -19069304	 -19033248	 -18914617	 -19833612
        29	 -19018115	 -18909444	 -19819061	 -18593717	 -19070031	 -19070526	 -19033467	 -19834326	 -18915147	 -19017990	 -19818432	 -18909040	 -18593484	 -19069818	 -19069322	 -19033342	 -18914743	 -19833696
        30	 -19018129	 -18909436	 -19819091	 -18593782	 -19070099	 -19070629	 -19033573	 -19834457	 -18915305	 -19017995	 -19818417	 -18909003	 -18593533	 -19069871	 -19069341	 -19033439	 -18914873	 -19833784
